,user_id,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,location,default_profile,default_profile_image,profile_banner_url,profile_image_url_https,verified,timestamp,Alvo,age,size_description,in_following_followers,size_sname,size_name,in_number_sname
2489,86878205,1389,140,332,35,0,1,1,1,1,1,1,1,2009-11-02 06:14:05,0,2006,0,2.3714285714285714,9,1,0.0
2490,3016254728,189,26,111,123,0,1,1,1,1,1,1,1,2015-02-10 09:37:42,0,80,89,4.269230769230769,11,1,0.0
2491,438028155,6890,236,331,111,1,1,1,1,1,1,1,1,2011-12-16 04:19:31,0,1233,114,1.402542372881356,9,1,0.0
2492,1214857692,24839,383,269,4876,0,1,1,1,1,1,1,1,2013-02-24 09:26:19,0,796,42,0.7023498694516971,11,1,0.0
2493,265123754,22456,445,354,3265,2,1,1,1,1,1,1,1,2011-03-13 03:06:37,0,1510,32,0.7955056179775281,13,1,0.0
2494,2612731549,1754,137,534,2141,1,1,1,1,1,1,1,1,2014-07-09 03:23:46,0,296,39,3.897810218978102,11,1,0.0
2495,945700081,3291,665,96,10758,2,1,1,1,1,1,1,1,2012-11-13 13:20:36,0,899,8,0.1443609022556391,15,1,0.0
2496,881373834,4789,439,287,7911,1,1,1,1,1,1,1,1,2012-10-15 04:23:42,0,928,102,0.6537585421412301,13,1,0.0
2497,349612774,633,70,174,138,1,1,1,1,1,1,1,1,2011-08-06 13:38:01,0,1364,23,2.4857142857142858,11,1,0.0
2498,40820526,65562,837,834,2103,6,1,1,1,1,1,1,1,2009-05-18 07:27:12,0,2174,125,0.996415770609319,12,1,0.0
2499,2728477495,216,150,125,351,0,1,1,1,1,1,1,1,2014-08-13 05:53:49,0,261,0,0.8333333333333334,13,1,0.0
2500,1029836556,2300,128,170,1773,1,1,1,1,1,1,1,1,2012-12-23 05:29:34,0,859,19,1.328125,10,1,0.0
2501,417335653,8337,60,250,2628,1,1,1,1,1,1,1,1,2011-11-20 21:16:24,0,1258,45,4.166666666666667,12,1,0.0
2502,2562324529,22017,466,386,4278,2,1,1,1,1,1,1,1,2014-06-12 01:58:50,0,323,57,0.8283261802575107,11,1,0.0
2503,1645989175,95364,8304,100,34966,146,1,1,1,1,1,1,1,2013-08-04 21:30:16,0,635,84,0.012042389210019268,8,1,0.0
2504,2963287552,31522,177,127,2957,3,1,1,1,1,1,1,1,2015-01-06 03:33:18,0,115,14,0.7175141242937854,9,1,0.0
2505,308554579,11604,400,288,2747,2,1,1,1,1,1,1,1,2011-05-31 18:16:09,0,1431,29,0.72,9,1,0.0
2506,1963049964,138,41,42,20,2,1,1,1,1,1,1,1,2013-10-15 19:39:51,0,562,94,1.024390243902439,11,1,0.0
2507,851327798,5918,268,160,3334,0,1,1,1,1,1,1,1,2012-09-28 18:11:24,0,945,125,0.5970149253731343,13,1,0.0
2508,2273691318,210,50,86,320,0,1,1,1,1,1,1,1,2014-01-03 00:36:57,0,483,12,1.72,10,1,0.0
2509,1051181264,4264,134,240,4740,0,1,1,1,1,1,1,1,2012-12-31 22:01:24,0,851,0,1.791044776119403,13,1,0.0
2510,1041021962,1984,88,124,856,3,1,1,1,1,1,1,1,2012-12-28 02:15:04,0,854,146,1.4090909090909092,15,1,0.0
2511,95129903,1528,41,171,43,2,1,1,1,1,1,1,1,2009-12-07 04:47:34,0,1971,149,4.170731707317073,11,1,0.0
2512,2423280210,21581,654,544,12277,0,1,1,1,1,1,1,1,2014-04-02 07:44:10,0,394,24,0.8318042813455657,9,1,0.0
2513,518047763,3405,168,346,1135,0,1,1,1,1,1,1,1,2012-03-08 01:05:56,0,1149,17,2.0595238095238093,11,1,0.0
2514,450341350,32808,1835,258,6952,3,1,1,1,1,1,1,1,2011-12-30 05:15:45,0,1219,19,0.14059945504087193,15,1,0.0
2515,198571569,114851,4382,864,21076,51,1,1,1,1,1,1,1,2010-10-04 19:26:31,0,1669,13,0.1971702418986764,10,1,0.0
2516,13381912,4231,692,2001,381,8,1,1,1,1,1,1,1,2008-02-12 09:50:10,0,2635,72,2.8916184971098264,6,1,0.0
2517,1297400558,14213,638,337,4738,4,1,1,1,1,1,1,1,2013-03-25 03:41:16,0,767,69,0.5282131661442007,11,1,0.0
2518,298752527,6903,167,186,1255,1,1,1,1,1,1,1,1,2011-05-14 23:37:45,0,1447,26,1.1137724550898203,13,1,0.0
2519,2808620294,12235,337,389,6056,2,1,1,1,1,1,1,1,2014-09-14 05:12:39,0,229,44,1.1543026706231454,10,1,0.0
2520,2642928863,5334,413,307,3318,0,1,1,1,1,1,1,1,2014-06-26 07:24:15,0,309,11,0.7433414043583535,10,1,0.0
2521,83377628,185456,481,188,15353,23,1,1,1,1,1,1,1,2009-10-18 16:52:37,0,2021,36,0.3908523908523909,9,1,0.0
2522,2234967314,3211,418,410,5937,1,1,1,1,1,1,1,1,2013-12-07 20:35:59,0,509,14,0.9808612440191388,9,1,0.0
2523,559351369,9920,761,353,7925,0,1,1,1,1,1,1,1,2012-04-21 11:05:24,0,1105,40,0.46386333771353483,14,1,0.0
2524,2982524516,183,88,117,310,0,1,1,1,1,1,1,1,2015-01-14 12:50:48,0,107,14,1.3295454545454546,13,1,0.0
2525,891098136,101,27,79,63,0,1,1,1,1,1,1,1,2012-10-19 16:39:30,0,924,22,2.925925925925926,8,1,0.0
2526,66949187,4032,66,162,259,0,1,1,1,1,1,1,1,2009-08-19 10:35:44,0,2081,35,2.4545454545454546,9,1,0.0
2527,2191484615,52,26,62,143,0,1,1,1,1,1,1,1,2013-11-22 16:43:55,0,524,0,2.3846153846153846,14,1,0.0
2528,339272938,625,92,105,235,0,1,1,1,1,1,1,1,2011-07-20 23:07:14,0,1380,88,1.141304347826087,15,1,0.0
2529,10866252,30710,135,404,1147,11,1,1,1,1,1,1,1,2007-12-05 10:51:50,0,2704,27,2.9925925925925925,8,1,0.0
2530,141528557,944,158,249,1355,0,1,1,1,1,1,1,1,2010-05-08 11:29:38,0,1820,29,1.5759493670886076,9,1,0.0
2531,42772007,47489,1502,1504,4631,9,1,1,1,1,1,1,1,2009-05-27 02:46:58,0,2165,151,1.0013315579227697,9,1,0.0
2532,2371328420,22011,358,198,24541,7,1,1,1,1,1,1,1,2014-03-04 04:45:14,0,423,26,0.553072625698324,13,1,0.0
2533,704555046,7945,694,632,4227,0,1,1,1,1,1,1,1,2012-07-19 09:15:15,0,1016,77,0.9106628242074928,13,1,0.0
2534,2978113041,310,88,198,23,0,1,1,1,1,1,1,1,2015-01-14 15:38:15,0,107,0,2.25,9,1,0.0
2535,26970502,9405,703,223,6,9,1,1,1,1,1,1,1,2009-03-27 09:08:54,0,2226,14,0.31721194879089615,13,1,0.0
2536,39720245,38975,1003,512,4738,6,1,1,1,1,1,1,1,2009-05-13 11:34:37,0,2179,15,0.5104685942173479,9,1,0.0
2537,11417372,8467,589,517,4151,19,1,1,1,1,1,1,1,2007-12-21 22:58:33,0,2687,59,0.8777589134125636,12,1,0.0
2538,274313947,45741,782,1243,5357,2,1,1,1,1,1,1,1,2011-03-30 05:42:57,0,1493,40,1.5895140664961638,14,1,0.0
2539,43573115,1804,88,956,107,3,1,1,1,1,1,1,1,2009-05-30 20:51:21,0,2161,99,10.863636363636363,9,1,0.0
2540,2770265184,3551,156,200,3908,0,1,1,1,1,1,1,1,2014-08-26 17:56:38,0,248,5,1.2820512820512822,10,1,0.0
2541,1977477584,493,89,320,477,1,1,1,1,1,1,1,1,2013-10-21 07:03:19,0,557,46,3.595505617977528,13,1,0.0
2542,2381253750,537,92,19,7502,1,1,1,1,1,1,1,1,2014-03-10 01:43:54,0,417,0,0.20652173913043478,12,1,0.0
2543,15279707,15813,1787,838,829,87,1,1,1,1,1,1,1,2008-06-30 17:38:57,0,2495,159,0.4689423614997202,12,1,0.0
2544,1394692622,7652,140,81,4341,2,1,1,1,1,1,1,1,2013-05-01 15:45:28,0,730,88,0.5785714285714286,7,1,0.0
2545,2599346388,2204,180,158,363,0,1,1,1,1,1,1,1,2014-07-02 09:39:46,0,303,1,0.8777777777777778,14,1,0.0
2546,199562994,67,18,216,2,0,1,1,1,1,1,1,1,2010-10-07 07:16:54,0,1667,63,12.0,12,1,0.0
2547,1658247169,59092,85,59,662,1,1,1,1,1,1,1,1,2013-08-09 19:18:43,0,630,13,0.6941176470588235,8,1,0.0
2548,185738361,1645,784,508,620,7,1,1,1,1,1,1,1,2010-09-01 20:30:26,0,1702,58,0.6479591836734694,7,1,0.0
2549,1329806942,4904,216,201,4542,1,1,1,1,1,1,1,1,2013-04-05 20:21:21,0,756,134,0.9305555555555556,7,1,0.0
2550,27762544,7201,442,177,489,37,1,1,1,1,1,1,1,2009-03-31 01:43:44,0,2222,91,0.4004524886877828,10,1,0.0
2551,250645562,2254,105,183,11,0,1,1,1,1,1,1,1,2011-02-11 15:23:42,0,1540,10,1.7428571428571429,9,1,0.0
2552,240362521,11256,322,227,1086,0,1,1,1,1,1,1,1,2011-01-19 20:09:46,0,1562,0,0.7049689440993789,7,1,0.0
2553,2892945726,1396,26,300,780,0,1,1,1,1,1,1,1,2014-11-07 17:28:37,0,175,22,11.538461538461538,9,1,0.0
2554,1659545353,19081,938,524,8860,6,1,1,1,1,1,1,1,2013-08-10 09:29:13,0,630,104,0.55863539445629,8,1,0.0
2555,63297174,2855,109,278,517,4,1,1,1,1,1,1,1,2009-08-06 01:37:48,0,2094,138,2.55045871559633,7,1,0.0
2556,300469776,2590,293,818,756,1,1,1,1,1,1,1,1,2011-05-17 22:26:52,0,1444,27,2.7918088737201363,10,1,0.0
2557,2958170567,1307,178,142,1194,0,1,1,1,1,1,1,1,2015-01-03 10:26:49,0,118,3,0.797752808988764,7,1,0.0
2558,2728674072,1587,191,152,10221,0,1,1,1,1,1,1,1,2014-08-13 08:04:17,0,261,26,0.7958115183246073,13,1,0.0
2559,18603088,13693,3937,3616,1913,169,1,1,1,1,1,1,1,2009-01-04 15:58:46,0,2307,63,0.9184658369316738,10,1,0.0
2560,2973235579,1437,256,516,1247,0,1,1,1,1,1,1,1,2015-01-10 23:55:58,0,111,53,2.015625,7,1,0.0
2561,291477346,10158,416,298,3434,1,1,1,1,1,1,1,1,2011-05-02 04:49:33,0,1460,11,0.7163461538461539,7,1,0.0
2562,876638474,33279,900,600,31879,1,1,1,1,1,1,1,1,2012-10-13 01:22:19,0,930,44,0.6666666666666666,6,1,0.0
2563,56914669,718,48,395,196,2,1,1,1,1,1,1,1,2009-07-15 05:41:39,0,2116,114,8.229166666666666,9,1,0.0
2564,14721932,1187,376,399,728,15,1,1,1,1,1,1,1,2008-05-10 07:48:27,0,2547,110,1.0611702127659575,12,1,0.0
2565,317430721,10122,1034,869,63837,1,1,1,1,1,1,1,1,2011-06-15 00:48:26,0,1416,90,0.8404255319148937,11,1,0.0
2566,296805951,15922,2917,2305,4628,12,1,1,1,1,1,1,1,2011-05-11 14:46:08,0,1451,77,0.790195406239287,7,1,0.0
2567,3004254638,3627,72,54,573,0,1,1,1,1,1,1,1,2015-01-31 04:36:42,0,90,27,0.75,9,1,0.0
2568,197679939,2509,356,382,200,2,1,1,1,1,1,1,1,2010-10-02 06:29:32,0,1672,78,1.0730337078651686,11,1,0.0
2569,51381838,231,72,334,15,1,1,1,1,1,1,1,1,2009-06-27 09:57:03,0,2134,71,4.638888888888889,11,1,0.0
2570,294996484,3233,308,276,2277,3,1,1,1,1,1,1,1,2011-05-08 07:17:53,0,1454,18,0.8961038961038961,13,1,0.0
2571,2634353643,29249,1658,2002,29875,11,1,1,1,1,1,1,1,2014-06-23 14:12:50,0,312,160,1.2074788902291917,10,1,0.0
2572,2267842723,9352,524,510,4532,1,1,1,1,1,1,1,1,2013-12-29 20:56:21,0,487,57,0.9732824427480916,11,1,0.0
2573,215179426,40034,515,312,26039,0,1,1,1,1,1,1,1,2010-11-13 06:56:25,0,1630,40,0.6058252427184466,13,1,0.0
2574,38199599,585,98,199,27,7,1,1,1,1,1,1,1,2009-05-06 17:22:54,0,2186,152,2.0306122448979593,10,1,0.0
2575,184475850,13372,10483,11711,3672,9,1,1,1,1,1,1,1,2010-08-29 19:17:36,0,1705,87,1.1171420394925118,15,1,0.0
2576,2904858613,85,70,150,93,1,1,1,1,1,1,1,1,2014-11-20 06:44:46,0,162,27,2.142857142857143,9,1,0.0
2577,38254693,48572,503,225,61,5,1,1,1,1,1,1,1,2009-05-06 21:23:18,0,2185,11,0.44731610337972166,10,1,0.0
2578,91941346,22530,2068,1420,2140,29,1,1,1,1,1,1,1,2009-11-23 06:07:40,0,1985,123,0.6866537717601547,9,1,0.0
2579,1624666039,2508,326,177,935,1,1,1,1,1,1,1,1,2013-07-27 07:16:38,0,643,50,0.5429447852760736,13,1,0.0
2580,2317290118,1300,212,524,675,0,1,1,1,1,1,1,1,2014-02-01 03:32:37,0,454,17,2.4716981132075473,14,1,0.0
2581,380003598,9984,244,380,54,3,1,1,1,1,1,1,1,2011-09-26 00:36:48,0,1314,0,1.5573770491803278,10,1,0.0
2582,1882244610,11310,791,194,6212,4,1,1,1,1,1,1,1,2013-09-19 09:32:27,0,589,36,0.24525916561314792,13,1,0.0
2583,2903061989,141,200,659,1529,4,1,1,1,1,1,1,1,2014-12-03 00:40:36,0,149,117,3.295,10,1,0.0
2584,3008039238,2568,1207,138,4243,9,1,1,1,1,1,1,1,2015-02-02 15:50:13,0,88,47,0.11433305716652858,10,1,0.0
2585,49007031,41468,1154,232,22,3,1,1,1,1,1,1,1,2009-06-20 15:34:13,0,2141,19,0.20103986135181975,14,1,0.0
2586,91101811,28431,1876,990,352,78,1,1,1,1,1,1,1,2009-11-19 14:13:47,0,1989,40,0.5277185501066098,9,1,0.0
2587,1051925516,4099,414,1116,3505,1,1,1,1,1,1,1,1,2013-01-01 06:55:48,0,850,19,2.6956521739130435,11,1,0.0
2588,324242659,811,68,328,454,2,1,1,1,1,1,1,1,2011-06-26 09:43:09,0,1405,53,4.823529411764706,8,1,0.0
2589,701942407,362,16,99,0,0,1,1,1,1,1,1,1,2012-07-18 01:06:07,0,1017,34,6.1875,9,1,0.0
2590,2367917076,3692,489,1999,3629,3,1,1,1,1,1,1,1,2014-03-02 02:11:49,0,425,41,4.087934560327199,10,1,0.0
2591,24104971,10674,27789,1403,118225,595,1,1,1,1,1,1,1,2009-03-13 03:11:55,0,2240,107,0.05048760300838461,6,1,0.0
2592,1093264681,13334,194,132,2231,0,1,1,1,1,1,1,1,2013-01-15 22:11:56,0,836,48,0.6804123711340206,10,1,0.0
2593,2469738596,1365,278,208,932,0,1,1,1,1,1,1,1,2014-04-29 20:59:38,0,366,54,0.7482014388489209,8,1,0.0
2594,2996356560,1649,86,210,2085,4,1,1,1,1,1,1,1,2015-01-26 02:53:54,0,95,44,2.441860465116279,10,1,0.0
2595,24801407,154,34,49,45,1,1,1,1,1,1,1,1,2009-03-17 01:05:13,0,2236,50,1.4411764705882353,10,1,0.0
2596,27582887,36913,807,907,3262,9,1,1,1,1,1,1,1,2009-03-30 06:20:30,0,2223,140,1.123915737298637,7,1,0.0
2597,22126409,666,123,702,59,3,1,1,1,1,1,1,1,2009-02-27 11:11:32,0,2254,42,5.7073170731707314,8,1,0.0
2598,2956033111,1947,58,250,613,1,1,1,1,1,1,1,1,2015-01-02 12:51:00,0,119,72,4.310344827586207,8,1,0.0
2599,72196532,24073,614,595,5632,9,1,1,1,1,1,1,1,2009-09-07 05:40:42,0,2062,154,0.9690553745928339,15,1,0.0
2600,554002998,1355,69,533,657,0,1,1,1,1,1,1,1,2012-04-15 01:46:06,0,1111,37,7.72463768115942,10,1,0.0
2601,17332562,57613,622,475,11363,15,1,1,1,1,1,1,1,2008-11-12 06:21:39,0,2361,151,0.7636655948553055,9,1,0.0
2602,470394724,2680,320,257,637,2,1,1,1,1,1,1,1,2012-01-21 19:23:47,0,1196,89,0.803125,9,1,0.0
2603,88515231,2810,341,103,6928,5,1,1,1,1,1,1,1,2009-11-08 22:33:01,0,2000,90,0.3020527859237537,10,1,0.0
2604,75506408,135,208,263,43,2,1,1,1,1,1,1,1,2009-09-19 10:28:16,0,2050,158,1.2644230769230769,6,1,0.0
2605,110857330,1286,536,988,559,11,1,1,1,1,1,1,1,2010-02-03 01:35:40,0,1914,107,1.8432835820895523,7,1,0.0
2606,1552210417,72357,450,137,14152,6,1,1,1,1,1,1,1,2013-06-28 06:23:55,0,673,25,0.30444444444444446,7,1,0.0
2607,2912697002,671,14,3,3,0,1,1,1,1,1,1,1,2014-11-28 12:48:08,0,154,37,0.21428571428571427,8,1,0.0
2608,405281604,32685,566,358,10413,2,1,1,1,1,1,1,1,2011-11-05 04:10:36,0,1274,0,0.6325088339222615,6,1,0.0
2609,1138359668,7243,329,956,15478,11,1,1,1,1,1,1,1,2013-02-01 02:04:51,0,819,138,2.905775075987842,9,1,0.0
2610,2172356485,17465,582,686,0,0,1,1,1,1,1,1,1,2013-11-03 16:36:13,0,543,0,1.1786941580756014,13,1,0.0
2611,1124364168,1156,384,262,34,14,1,1,1,1,1,1,1,2013-01-27 09:20:14,0,824,143,0.6822916666666666,14,1,0.0
2612,238665139,6180,123,206,1650,2,1,1,1,1,1,1,1,2011-01-15 19:41:25,0,1566,17,1.6747967479674797,12,1,0.0
2613,1297673149,7918,202,146,5978,0,1,1,1,1,1,1,1,2013-03-25 05:43:19,0,767,17,0.7227722772277227,12,1,0.0
2614,67775431,2297,284,1356,921,3,1,1,1,1,1,1,1,2009-08-22 03:15:39,0,2078,108,4.774647887323944,11,1,0.0
2615,110087402,9374,338,149,996,1,1,1,1,1,1,1,1,2010-01-31 09:36:21,0,1916,55,0.4408284023668639,9,1,0.0
2616,2645505073,24570,1373,495,4380,2,1,1,1,1,1,1,1,2014-07-14 15:40:50,0,291,93,0.3605243991260015,13,1,0.0
2617,256741082,8184,690,1606,2581,4,1,1,1,1,1,1,1,2011-02-24 01:15:12,0,1527,0,2.327536231884058,10,1,0.0
2618,1921565318,78166,369,224,47361,13,1,1,1,1,1,1,1,2013-10-01 01:03:15,0,577,41,0.6070460704607046,12,1,0.0
2619,30759478,69057,1003,760,53960,33,1,1,1,1,1,1,1,2009-04-13 02:26:15,0,2209,153,0.7577268195413759,11,1,0.0
2620,28687359,22067,10200,10070,15593,62,1,1,1,1,1,1,1,2009-04-04 01:40:26,0,2218,157,0.9872549019607844,10,1,0.0
2621,2237494153,27816,1025,873,7145,3,1,1,1,1,1,1,1,2013-12-09 12:18:42,0,508,36,0.8517073170731707,12,1,0.0
2622,14905688,100611,1457,282,584,61,1,1,1,1,1,1,1,2008-05-26 07:49:49,0,2531,87,0.1935483870967742,5,1,0.0
2623,885738751,45655,3001,538,4034,6,1,1,1,1,1,1,1,2012-10-17 03:21:48,0,926,78,0.1792735754748417,15,1,0.0
2624,615237160,16551,493,655,2959,6,1,1,1,1,1,1,1,2012-06-22 16:53:20,0,1042,145,1.328600405679513,13,1,0.0
2625,5445622,25167,699,359,13544,36,1,1,1,1,1,1,1,2007-04-23 23:55:23,0,2929,43,0.5135908440629471,10,1,0.0
2626,870952818,1409,1823,1823,831,0,1,1,1,1,1,1,1,2012-10-10 04:13:23,0,933,72,1.0,11,1,0.0
2627,540207013,10467,253,110,2634,2,1,1,1,1,1,1,1,2012-03-29 21:08:45,0,1127,50,0.43478260869565216,8,1,0.0
2628,206532639,44838,804,359,21987,11,1,1,1,1,1,1,1,2010-10-23 06:38:06,0,1651,55,0.4465174129353234,8,1,0.0
2629,20219315,4948,467,266,772,23,1,1,1,1,1,1,1,2009-02-06 06:55:00,0,2275,99,0.569593147751606,11,1,0.0
2630,118386377,504,223,223,95,7,1,1,1,1,1,1,1,2010-02-28 15:28:30,0,1888,72,1.0,13,1,0.0
2631,273185036,1403,4406,655,14,25,1,1,1,1,1,1,1,2011-03-28 02:40:58,0,1495,135,0.1486609169314571,14,1,0.0
2632,2409935663,745,171,100,1457,0,1,1,1,1,1,1,1,2014-03-14 12:15:57,0,413,41,0.5847953216374269,15,1,0.0
2633,82715141,367,279,196,6,1,1,1,1,1,1,1,1,2009-10-15 23:17:54,0,2024,0,0.7025089605734767,14,1,0.0
2634,227055399,23324,701,468,5443,1,1,1,1,1,1,1,1,2010-12-15 21:03:01,0,1597,152,0.6676176890156919,8,1,0.0
2635,2645323951,781,168,490,70,0,1,1,1,1,1,1,1,2014-07-14 14:15:21,0,291,0,2.9166666666666665,10,1,0.0
2636,71978714,4333,108,368,5405,2,1,1,1,1,1,1,1,2009-09-06 08:01:40,0,2063,27,3.4074074074074074,10,1,0.0
2637,1662017995,9878,327,303,7872,1,1,1,1,1,1,1,1,2013-08-11 10:16:03,0,629,49,0.926605504587156,7,1,0.0
2638,354206693,3177,105,82,88,0,1,1,1,1,1,1,1,2011-08-13 11:34:17,0,1357,104,0.780952380952381,8,1,0.0
2639,80976396,17707,1025,529,9343,4,1,1,1,1,1,1,1,2009-10-09 01:52:15,0,2031,19,0.5160975609756098,15,1,0.0
2640,1424291036,6173,341,265,5545,1,1,1,1,1,1,1,1,2013-05-13 02:13:44,0,719,17,0.7771260997067448,14,1,0.0
2641,36080377,31897,321,547,4466,7,1,1,1,1,1,1,1,2009-04-28 16:38:01,0,2194,157,1.7040498442367602,12,1,0.0
2642,468066235,6961,274,203,9449,2,1,1,1,1,1,1,1,2012-01-19 05:16:04,0,1199,51,0.7408759124087592,13,1,0.0
2643,41825429,6315,11003,11072,99,129,1,1,1,1,1,1,1,2009-05-22 16:49:41,0,2170,139,1.0062710169953648,11,1,0.0
2644,319848813,3398,151,102,1631,0,1,1,1,1,1,1,1,2011-06-18 23:15:52,0,1412,54,0.6754966887417219,9,1,0.0
2645,2780399189,1846,25,87,756,3,1,1,1,1,1,1,1,2014-09-22 18:50:40,0,221,4,3.48,13,1,0.0
2646,516091870,416,4520,230,89,0,1,1,1,1,1,1,1,2012-03-06 03:13:47,0,1151,31,0.05088495575221239,11,1,0.0
2647,797282894,3557,527,389,5458,0,1,1,1,1,1,1,1,2012-09-02 03:56:52,0,971,6,0.7381404174573055,14,1,0.0
2648,398297815,3955,231,262,277,0,1,1,1,1,1,1,1,2011-10-25 23:21:27,0,1284,67,1.1341991341991342,15,1,0.0
2649,401095177,5361,275,171,2935,1,1,1,1,1,1,1,1,2011-10-30 02:46:42,0,1280,44,0.6218181818181818,12,1,0.0
2650,415062609,1816,139,320,1529,0,1,1,1,1,1,1,1,2011-11-17 22:17:43,0,1261,40,2.302158273381295,13,1,0.0
2651,2540542206,3956,136,236,773,0,1,1,1,1,1,1,1,2014-06-02 03:37:58,0,333,36,1.7352941176470589,14,1,0.0
2652,715489820,13416,2169,1042,15258,21,1,1,1,1,1,1,1,2012-07-25 06:49:43,0,1010,69,0.48040571692023976,15,1,0.0
2653,796614044,38594,6994,963,1780,86,1,1,1,1,1,1,1,2012-09-01 20:25:34,0,971,99,0.13768944809837003,14,1,0.0
2654,2973161031,1486,1391,1473,4817,6,1,1,1,1,1,1,1,2015-01-11 16:12:54,0,110,14,1.0589503953989936,13,1,0.0
2655,18917949,1302,1894,2012,76,101,1,1,1,1,1,1,1,2009-01-12 23:15:43,0,2299,90,1.0623020063357973,10,1,0.0
2656,413588365,57210,1645,2001,35952,5,1,1,1,1,1,1,1,2011-11-16 02:54:14,0,1263,61,1.2164133738601823,12,1,0.0
2657,1175296033,5063,4913,3451,2835,4,1,1,1,1,1,1,1,2013-02-13 14:21:42,0,807,17,0.7024221453287197,13,1,0.0
2658,1446131569,3912,482,439,9909,0,1,1,1,1,1,1,1,2013-05-21 13:29:06,0,710,36,0.9107883817427386,8,1,0.0
2659,391792169,437,226,187,2672,0,1,1,1,1,1,1,1,2011-10-16 05:28:49,0,1293,9,0.827433628318584,11,1,0.0
2660,859566270,2439,148,396,95,0,1,1,1,1,1,1,1,2012-10-03 13:53:29,0,940,61,2.675675675675676,13,1,0.0
2661,1678138165,29304,3342,186,3835,46,1,1,1,1,1,1,1,2013-08-17 14:25:42,0,621,62,0.05565529622980251,13,1,0.0
2662,3015346510,96,43,113,425,0,1,1,1,1,1,1,1,2015-02-03 21:49:38,0,87,146,2.627906976744186,15,1,0.0
2663,17523808,12309,1373,2001,4908,41,1,1,1,1,1,1,1,2008-11-20 23:03:32,0,2352,141,1.4573925710123816,9,1,0.0
2664,466825950,7752,887,911,13064,10,1,1,1,1,1,1,1,2012-01-17 21:48:45,0,1200,135,1.0270574971815107,9,1,0.0
2665,36174874,1893,72,181,30,0,1,1,1,1,1,1,1,2009-04-28 22:36:19,0,2193,150,2.513888888888889,11,1,0.0
2666,2585969946,2296,252,573,3150,1,1,1,1,1,1,1,1,2014-06-24 18:07:50,0,311,4,2.2738095238095237,11,1,0.0
2667,1662566360,722,49,378,992,3,1,1,1,1,1,1,1,2013-08-11 15:29:13,0,628,160,7.714285714285714,15,1,0.0
2668,96535088,108403,3225,2429,1424,262,1,1,1,1,1,1,1,2009-12-13 12:37:47,0,1965,160,0.7531782945736434,9,1,0.0
2669,46683993,1083,539,796,7,21,1,1,1,1,1,1,1,2009-06-12 18:09:24,0,2149,90,1.476808905380334,9,1,0.0
2670,2974416979,256,39,75,313,0,1,1,1,1,1,1,1,2015-01-11 09:11:47,0,110,36,1.9230769230769231,9,1,0.0
2671,2545139917,6057,273,292,11059,0,1,1,1,1,1,1,1,2014-06-04 05:18:02,0,331,19,1.0695970695970696,11,1,0.0
2672,522559673,2448,177,297,838,3,1,1,1,1,1,1,1,2012-03-12 21:30:59,0,1144,22,1.6779661016949152,12,1,0.0
2673,15595027,123707,1297,518,147,57,1,1,1,1,1,1,1,2008-07-25 08:17:46,0,2471,102,0.39938319198149574,5,1,0.0
2674,183247631,7089,1368,90,293,76,1,1,1,1,1,1,1,2010-08-26 16:50:22,0,1708,149,0.06578947368421052,15,1,0.0
2675,389423471,25976,519,321,17451,1,1,1,1,1,1,1,1,2011-10-12 13:56:11,0,1297,27,0.6184971098265896,12,1,0.0
2676,27679500,1474,110,98,185,0,1,1,1,1,1,1,1,2009-03-30 18:55:45,0,2222,16,0.8909090909090909,12,1,0.0
2677,378396759,38224,10588,6651,119160,538,1,1,1,1,1,1,1,2011-09-23 06:02:38,0,1316,135,0.6281639591990933,13,1,0.0
2678,992557464,3104,168,220,1466,0,1,1,1,1,1,1,1,2012-12-06 08:21:19,0,876,0,1.3095238095238095,9,1,0.0
2679,377287901,118750,2634,147,5852,54,1,1,1,1,1,1,1,2011-09-21 12:14:51,0,1318,27,0.05580865603644647,10,1,0.0
2680,579805979,17250,574,85,6605,6,1,1,1,1,1,1,1,2012-05-14 13:51:20,0,1082,17,0.1480836236933798,11,1,0.0
2681,19171028,91240,1972,1122,10208,51,1,1,1,1,1,1,1,2009-01-19 05:00:32,0,2293,47,0.5689655172413793,15,1,0.0
2682,2938828179,4685,230,209,3282,7,1,1,1,1,1,1,1,2014-12-23 23:34:16,0,129,128,0.908695652173913,15,1,0.0
2683,15927815,14140,1101,1135,1064,36,1,1,1,1,1,1,1,2008-08-21 06:35:33,0,2444,151,1.030881017257039,14,1,0.0
2684,57791793,23992,227,181,8541,2,1,1,1,1,1,1,1,2009-07-18 01:35:38,0,2113,24,0.7973568281938326,10,1,0.0
2685,48515636,13741,214,374,11121,3,1,1,1,1,1,1,1,2009-06-19 00:32:03,0,2142,57,1.7476635514018692,9,1,0.0
2686,704248286,1764,87,228,2351,0,1,1,1,1,1,1,1,2012-07-19 05:07:04,0,1016,117,2.6206896551724137,9,1,0.0
2687,374935732,3170,536,235,2472,0,1,1,1,1,1,1,1,2011-09-17 08:45:10,0,1322,57,0.43843283582089554,12,1,0.0
2688,369869099,3386,80,83,903,1,1,1,1,1,1,1,1,2011-09-08 04:32:54,0,1331,66,1.0375,6,1,0.0
